"FDID","Fire dept name","HQ addr1","HQ addr2","HQ city","HQ state","HQ zip","Mail addr1","Mail addr2","Mail PO box","Mail city","Mail state","Mail zip","HQ phone","HQ fax","County","Dept Type","Organization Type","Website","Number Of Stations","Active Firefighters - Career","Active Firefighters - Volunteer","Active Firefighters - Paid per Call","Non-Firefighting - Civilian","Non-Firefighting - Volunteer","Primary agency for emergency mgmt"
"56289","Lake Dreamland Fire Protection District","4603 Cane Run RD",,"Louisville","KY","40216","4603 Cane Run RD",,"","Louisville","KY","40216","502-447-2336","502-448-9343","JEFFERSON                ","Mostly volunteer","Local (includes career, combination, and volunteer)","https://www.lakedreamlandfire.com/","2","5","0","43","2","3",
"52910","Lake Jerico Fire-Rescue","1852 Lake Jerico RD",,"Smithfield","KY","40068","1852 Lake Jerico RD",,"","Smithfield","KY","40068","502-845-2104",,"HENRY                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","16","0","0","5",
"40182","Lancaster Fire & Rescue","107 N Campbell ST","","Lancaster","KY","40444-1151","107 N Campbell ST","","","Lancaster","KY","40444-1151","859-792-4775","859-792-3341","GARRARD                  ","Mostly volunteer","Local (includes career, combination, and volunteer)","","1","1","0","27","0","0",
"62337","LaRue County Fire Department","209 E Water ST",,"Hodgenville","KY","42748",,,"PO Box 101","Hodgenville","KY","42748-0101","270-358-9887","270-358-0405","LARUE                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","35","0","0","0","false"
"63341","Laurel County Fire Department","911 TLC LN",,"London","KY","40741",,,"PO Box 2405","London","KY","40743-2405","606-864-5233","606-862-6714","LAUREL                   ","Volunteer","Local (includes career, combination, and volunteer)","https://www.lcfd.net/","2","0","28","0","0","0","false"
"03005","Lawrenceburg Fire & Rescue","100 N Main ST STE 205",,"Lawrenceburg","KY","40342",,,"PO Box 290","Lawrenceburg","KY","40342-0290","502-839-4500","502-859-4701","ANDERSON                 ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","0","27","0","0","false"
"78392","Lebanon Fire Department","320 W Walnut ST",,"Lebanon","KY","40033","320 W Walnut ST",,"","Lebanon","KY","40033","270-692-6830","270-692-6140","MARION                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","0","16","0","0",
"15065","Lebanon Junction Fire & Rescue","291 Main ST","PO Box 69","Lebanon Junction","KY","40150",,,"PO Box 69","Lebanon Junction","KY","40150","502-833-2022","502-833-2022","BULLITT                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","18","0","0","0",
"70375","Ledbetter Fire District","1481 US 60 W",,"Ledbetter","KY","42058",,,"PO Box 218","Ledbetter","KY","42058-0218","270-898-6838","270-898-6828","LIVINGSTON               ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","22","0","1","0","false"
"00351","Lee County Fire Department","PO Box 98","1275 Grand AVE","Beattyville","KY","41311-0098",,,"PO Box 98","Beattyville","KY","41311-0098","606-464-5030","606-464-5035","LEE                      ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","25","0","0","8",
"36169","Left Beaver Fire & Rescue","840 KY Route 680","PO Box 426","McDowell","KY","41647",,,"PO Box 426","McDowell","KY","41647-0426","606-377-6643","606-377-2888","FLOYD                    ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","35","0","0","0","false"
"43196","Leitchfield Fire and Rescue","207 S main HWY",,"Leitchfield","KY","42754","207 S main HWY",,"","Leitchfield","KY","42754","270-259-6376","270-259-8198","GRAYSON                  ","Mostly volunteer","Local (includes career, combination, and volunteer)",,"1","1","0","40","0","0",
"68887","Lewis County Volunteer Fire Company","R.R.#1",,"Vanceburg","KY","41179",,"R.R.#1","PO Box 90AA","Vanceburg","KY","41179","100-100-1000",,"LEWIS                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","18","0","0","0",
"71924","Lewisburg City Volunteer","150 N Second","PO Box 239","Lewisburg","KY","42256","150 N Second",,"PO Box 239","Lewisburg","KY","42256","270-755-4828","270-755-4829","LOGAN                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","22","0","0","0",
"71378","Lewisburg Rural Fire Department","105 Second  ST","PO Box 303","Lewisburg","KY","42256","105 Second  ST","PO Box 303","","Lewisburg","KY","42256","270-755-4821","270-755-5911","LOGAN                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","20","0","0","4",
"81413","Lewisburg Volunteer Fire Department","60 KY 370",,"Maysville","KY","41056","60 KY 370",,"","Maysville","KY","41056","606-742-2331",,"MASON                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","0","0","0","0",
"46211","Lewisport Volunteer Fire Department","590 Old Mill LN",,"Lewisport","KY","42351",,,"PO Box 22","Lewisport","KY","42351-0022","270-295-3321","270-295-3071","HANCOCK                  ","Volunteer","Local (includes career, combination, and volunteer)","https://www.lewisportvolunteerfiredepartment.com/","1","0","21","0","0","1","false"
"34155","Lexington Fire Department","219 E Third ST",,"Lexington","KY","40508-1827","219 E Third ST",,"","Lexington","KY","40508-1827","859-231-5600","859-231-5652","FAYETTE                  ","Career","Local (includes career, combination, and volunteer)","https://www.lexingtonky.gov/index.aspx?page=31","23","562","0","0","21","0","false"
"23109","Liberty Fire Department","51 Jocky ST",,"Liberty","KY","42539",,,"PO Box 127","Liberty","KY","42539-0127","606-787-5511","606-787-5511","CASEY                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","24","0","0","0","false"
"63342","Lily Volunteer Fire Department","4034 E Highway",,"Lily","KY","40740",,,"PO Box 142","Lily","KY","40740-0142","606-878-6957",,"LAUREL                   ","Volunteer","Local (includes career, combination, and volunteer)",,"3","0","25","0","0","0",
"31680","Lincoln Volunteer Fire Department","70 Cub Run RD",,"Mammoth Cave","KY","42259","70 Cub Run RD",,"","Mammoth Cave","KY","42259","270-286-4222","270-286-4222","EDMONSON                 ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","16","0","0","0",
"B0626","Linton Volunteer Fire Department","6558 Linton RD",,"Cadiz","KY","42211-8212","6558 Linton RD",,"","Cadiz","KY","42211-8212","270-924-9210",,"TRIGG                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","13","0","0","5",
"50244","Linwood Volunteer Fire Department","7245 N Jackson HWY",,"Magnolia","KY","42757-7946","7245 N Jackson HWY",,"","Magnolia","KY","42757-7946","270-528-2667","270-528-2667","HART                     ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","17","0","0","0","false"
"61818","Little Poplar Creek Volunteer Fire Department","1794 KY 1809 HWY",,"Bryants Store","KY","40921",,,"PO Box 43","Bryants Store","KY","40921-0043","606-546-6589",,"KNOX                     ","Volunteer","Local (includes career, combination, and volunteer)","https://www.geocities.com/fire_fighter_lpcvfd/LPCVFD.html","1","0","17","0","0","0",
"09933","Little Rock Volunteer Fire Department","4499 Little Rock-Jackson RD",,"Carlisle","KY","40311","4499 Little Rock-Jackson RD",,"","Carlisle","KY","40311","859-383-0053",,"BOURBON                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","8","0","0","7",
"45775","Little Sandy Volunteer Fire Department","PO Box 101",,"Argillite","KY","41121",,,"PO Box 101","Argillite","KY","41121","606-473-3723",,"GREENUP                  ","Volunteer","Local (includes career, combination, and volunteer)",,"3","0","44","0","3","8",
"75433","Livermore Volunteer Fire Department","211 E 3RD","PO Box 279","Livermore","KY","42352",,,"PO Box 279","Livermore","KY","42352-0279","270-278-2968","270-278-2968","MCLEAN                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","22","0","0","0","false"
"A1536","Livingston Fire Department","9254 Main ST","PO Box 655","Livingston","KY","40445",,,"PO Box 655","Livingston","KY","40445-0655","606-453-3877","606-453-3877","ROCKCASTLE               ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","16","0","0","0","false"
"45209","Load Volunteer Fire Department INC.","16486 State Route 7",,"Greenup","KY","41144-9718","16486 State Route 7",,"","Greenup","KY","41144-9718","606-473-2056","606-473-2056","GREENUP                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","27","0","0","0","true"
"73421","Lone Oak Fire Department","111 Cave Thomas DR",,"Paducah","KY","42001-5807","111 Cave Thomas DR",,"","Paducah","KY","42001-5807","270-554-5843","270-554-5843","MCCRACKEN                ","Volunteer","Local (includes career, combination, and volunteer)",,"3","0","43","3","0","0","false"
"98504","Lookout Vounteer Fire & Rescue Department","PO Box 56",,"Lookout","KY","41542-9999",,"PO Box 56","","Lookout","KY","41542-9999","606-754-8691","606-754-8691","PIKE                     ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","17","0","6","0",
"78393","Loretto Volunteer Fire Department","School House DR","PO Box 45","Loretto","KY","40037-0045",,,"PO Box 45","Loretto","KY","40037-0045","270-865-4422","270-865-4422","MARION                   ","Volunteer","Local (includes career, combination, and volunteer)","https://www.fire-ems.net/firedept/view/lorettoky","1","0","20","0","0","0",
"97739","Lost Creek Volunteer Fire Department","4353 Lost Creek  RD","","Hazard","KY","41701","4353 Lost Creek  RD","","","Hazard","KY","41701","606-436-6215",,"PERRY                    ","Volunteer","Local (includes career, combination, and volunteer)","","1","0","17","0","0","5",
"64347","Louisa Fire Department","202 E Pike ST",,"Louisa","KY","41230","215 N Main Cross ST",,"","Louisa","KY","41230-1125","606-638-9308",,"LAWRENCE                 ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","36","0","0","6",
"56290","Louisville Division of Fire","1135 W Jefferson ST",,"Louisville","KY","40203-1831","1135 W Jefferson ST",,"","Louisville","KY","40203-1831","502-574-3701","502-574-2929","JEFFERSON                ","Career","Local (includes career, combination, and volunteer)","https://louisvilleky.gov/government/fire","21","480","0","0","53","0","true"
"56302","Louisville Intenational Airport Fire Department","700 Administration DR","PO Box 9129","Louisville","KY","40209",,,"PO Box 9129","Louisville","KY","40209-0129","502-380-8259","502-366-6074","JEFFERSON                ","Mostly career","Transportation authority or airport fire department","https://www.flylouisville.com/","1","41","22","0","6","0","true"
"04716","Lovelaceville Volunteer Fire Department","231 N Broadway ST",,"Lovelaceville","KY","42060",,,"PO Box 92","Lovelaceville","KY","42060-0092","270-876-7001","270-876-7001","BALLARD                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","18","0","0","0","true"
"48722","Lower Cloverfork Fire Department","unknown",,"Evarts","KY","40828",,,"PO Box 650","Evarts","KY","40828","606-837-8674","606-837-3269","HARLAN                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","0","0","0","15",
"42784","Lowes Fire Department","5071 ST RT 440 N","PO Box 3","Lowes","KY","42061","5071 ST RT 440 N",,"PO Box 3","Lowes","KY","42061","270-674-5612",,"GRAVES                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","19","0","0","10",
"64625","Lowmansville Volunteer Fire Department","N US Highway 23","PO Box 177","Lowmansville","KY","41232",,,"PO Box 177","Lowmansville","KY","41232-0177","606-673-4200","606-673-4200","LAWRENCE                 ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","20","0","0","0","false"
"48232","Loyall Fire Department","306 County PIKE",,"Loyall","KY","40854","306 Carter AVE",,"PO Box 1060","Loyall","KY","40854","606-573-4567","606-573-2283","HARLAN                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","28","0","0","0",
"59321","Ludlow Fire Department","234 Oak ST",,"Ludlow","KY","41016-1415",,,"PO Box 16122","Ludlow","KY","41016-0122","859-581-8600","859-581-8602","KENTON                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","25","0","0","10",
"48233","Lynch Volunteer Fire Department","#  6 E Main HWY","PO Box 691","Lynch","KY","40855-0691",,,"PO Box 691","Lynch","KY","40855-0691","606-848-2134",,"HARLAN                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","16","15","0","0",
"56291","Lyndon Fire Department","8126 New LaGrange RD",,"Louisville","KY","40222-4638","8126 New La Grange RD",,"","Louisville","KY","40222-4638","502-425-7474","502-425-2138","JEFFERSON                ","Career","Local (includes career, combination, and volunteer)","https://www.lyndonfire.com/","2","30","0","0","1","6","true"
"B4590","Mackville Volunteer Fire & Rescue","10629 Main ST",,"Mackville","KY","40040","10629 Main ST",,"","Mackville","KY","40040","859-262-0322",,"WASHINGTON               ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","15","0","0","0",
"76387","Madison County Fire Department","560 S Keeneland DR",,"Richmond","KY","40475","560 S Keeneland DR",,"","Richmond","KY","40475-3232","859-624-4775","859-624-4735","MADISON                  ","Mostly volunteer","Local (includes career, combination, and volunteer)",,"2","26","125","0","0","0","true"
"54266","Madisonville Fire Department","98 E Center ST",,"Madisonville","KY","42431-2000","98 E Center ST",,"","Madisonville","KY","42431-2000","270-824-2149","270-824-2165","HOPKINS                  ","Career","Local (includes career, combination, and volunteer)","https://www.madisonvilleky.us/","4","61","0","0","1","0","false"
"62338","Magnolia Fire Department","9106 New Jackson HWY",,"Magnolia","KY","42757-7806",,,"PO Box 100","Magnolia","KY","42757-0100","270-324-4677",,"LARUE                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","25","0","0","0",
"45707","Maloneton Volunteer Fire Department","6579 State Route 7",,"South Shore","KY","41175",,,"PO Box 1156","South Shore","KY","41175-1156","606-932-6794","606-932-2100","GREENUP                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","20","0","0","4","false"
"26128","Manchester Fire Rescue","239 Memorial DR",,"Manchester","KY","40962","239 Memorial DR",,"","Manchester","KY","40962","606-598-0867","606-598-6044","CLAY                     ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","30","0","0","0",
"54822","Manitou Volunteer Fire Department, Inc.","450 Manitou RD",,"Manitou","KY","42436","450 Manitou RD",,"","Manitou","KY","42436","270-249-8214",,"HOPKINS                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","25","0","0","0",
"24121","Mannington Volunteer Fire & Rescue Department","1600 Mannington Loop",,"Nortonville","KY","42442",,,"PO Box 801","Nortonville","KY","42442-0801","270-676-0239",,"HOPKINS                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","22","0","0","0","true"
"28131","Marion Fire Department","108 E Bellville ST",,"Marion","KY","42064","108 E Bellville ST",,"","Marion","KY","42064","270-965-2266",,"CRITTENDEN               ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","0","20","0","0",
"98516","Marrowbone Volunteer Fire Department",,"Elkhorn City, KY  41522","Regina","KY","41559-0191",,"Elkhorn City, KY  41522","PO Box 191","Regina","KY","41559-0191","606-754-5511","606-754-7610","PIKE                     ","Volunteer","Local (includes career, combination, and volunteer)","","1","0","33","0","0","21",
"29134","Marrowbone West Cumberland Volunteer Fire Department","9757 Glasgow RD",,"Burkesville","KY","42717-7414","9757 Glasgow RD",,"","Burkesville","KY","42717-7414","270-864-2895",,"CUMBERLAND               ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","20","0","0","0","true"
"48721","Martins Fork Volunteer Fire Department","186 Mildred ST","PO Box 55","Cawood","KY","40815",,,"PO Box 55","Cawood","KY","40815-0055","000-000-0000",,"HARLAN                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","10","0","0","2",
"28888","Mattoon Community Fire Department","103 State RD 365",,"Marion","KY","42064","324 Collins RD",,"","Marion","KY","42064-5308","270-965-4550",,"CRITTENDEN               ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","26","0","0","6","false"
"42191","Mayfield- Graves Couny Fire Department","PO Box 571",,"Mayfield","KY","42066",,,"PO Box 571","Mayfield","KY","42066","270-247-9556",,"GRAVES                   ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","20","0","0","0",
"67362","Mayking Volunteer Fire Department","87 HWY 1862","PO Box 303","Mayking","KY","41837","87 HWY 1862",,"PO Box 303","Mayking","KY","41837","606-633-2697","606-633-2697","LETCHER                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","25","0","0","8",
"81418","Mayslick Volunteer Fire Department","6778 US 68",,"Mayslick","KY","41055","6778 US 68",,"","Mayslick","KY","41055-8981","606-763-6429",,"MASON                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","16","0","0","0","true"
"81415","Maysville Fire & EMS","216 Bridge ST",,"Maysville","KY","41056-1208","216 Bridge ST",,"","Maysville","KY","41056-1208","606-564-9411","606-564-2543","MASON                    ","Career","Local (includes career, combination, and volunteer)",,"2","26","0","0","0","0","false"
"14061","McDaniels Fire-Rescue, Inc.","11067 S Highway 259",,"McDaniels","KY","40152",,,"PO Box 18","McDaniels","KY","40152-0018","270-257-2331","270-257-8595","BRECKINRIDGE             ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","17","0","0","0","true"
"75434","McLean County Central District Fire Department","1300 Highway 136 E",,"Calhoun","KY","42327","1300 Highway 136 E",,"PO Box 421","Calhoun","KY","42327","270-273-3187","270-273-5630","MCLEAN                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","25","0","0","0",
"75900","McLean County Eastern District Fire Department","211 E 3RD ST",,"Livermore","KY","42352",,,"PO Box 78","Livermore","KY","42352-0078","270-278-2968","270-278-2968","MCLEAN                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","22","0","0","0","false"
"75435","McLean County Southern District Fire Department","290 Main",,"Sacramento","KY","42372","290 Main",,"PO Box 280","Sacramento","KY","42372","928-736-5114","928-736-5042","MCLEAN                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","26","0","0","0",
"56292","McMahan Fire Protection District","4318 Taylorsville RD",,"Louisville","KY","40220","4318 Taylorsville RD",,"","Louisville","KY","40220-1519","502-491-4745","502-491-5501","JEFFERSON                ","Mostly volunteer","Local (includes career, combination, and volunteer)","https://www.mcmahanfire.com","1","10","32","0","0","1","false"
"82438","Meade County Fire Protection District","1800 Armory PL",,"Brandenburg","KY","40108",,,"PO Box 276","Brandenburg","KY","40108-0276","270-422-4292","270-422-4535","MEADE                    ","Mostly volunteer","Local (includes career, combination, and volunteer)",,"2","1","55","0","0","0","false"
"02760","Meador Community Fire Department","Smith Grove RD",,"Scottsville","KY","42164","Smith Grove RD",,"","Scottsville","KY","42164","207-622-5030",,"ALLEN                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","12","0","0","7",
"42618","Melber Civic Club Volunteer Fire Department","11763 State Route 339 N",,"Melber","KY","42069",,,"PO Box 91","Melber","KY","42069-0091","270-856-3283","270-856-3283","GRAVES                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","18","0","0","10","true"
"19087","Melbourne Volunteer Fire Department","912 Mary Ingles HWY",,"Melbourne","KY","41085-0110",,,"PO Box 110","Melbourne","KY","41059-0110","859-441-5608",,"CAMPBELL                 ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","22","0","0","6",
"83444","Menifee County Fire Protection District","PO Box 70",,"Frenchburg","KY","40322-0070",,,"PO Box 70","Frenchburg","KY","40322-0070","606-768-9046",,"MENIFEE                  ","Volunteer","Local (includes career, combination, and volunteer)",,"4","0","50","0","0","15","true"
"84980","Mercer County Fire Protection District","2805 Louisville RD",,"Harrodsburg","KY","40330-8629","2805 Louisville RD",,"","Harrodsburg","KY","40330-8629","859-734-5687","859-308-1152","MERCER                   ","Volunteer","Local (includes career, combination, and volunteer)","https://mercercountyfiredistrict/","8","0","0","140","0","0","false"
"99874","Middlefork Fire/Rescue","9219 Campton RD",,"Stanton","KY","40380","9219 Campton RD",,"","Stanton","KY","40380-9735","606-663-9232",,"POWELL                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","19","0","0","4","false"
"07023","Middlesboro Fire Department","121 Lothbury AVE","PO Box 396","Middlesboro","KY","40965",,,"PO Box 396","Middlesboro","KY","40965-0396","606-248-4683","606-248-2168","BELL                     ","Career","Local (includes career, combination, and volunteer)",,"2","25","0","0","0","0","false"
"56293","Middletown Fire Protection District","108 Urton LN",,"Louisville","KY","40223-3944","108 Urton LN",,"","Louisville","KY","40223-3944","502-245-7555","502-245-8086","JEFFERSON                ","Mostly career","Local (includes career, combination, and volunteer)","https://www.middletownfire.org/","3","47","25","0","1","1","false"
"B9611","Midway Fire Department","109 E Bruen ST","PO Box 4275","Midway","KY","40347",,,"PO Box 4275","Midway","KY","40347-4275","859-846-4413",,"WOODFORD                 ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","12","0","0","0","false"
"20096","Milburn Volunteer Fire Department","Highway 80","PO Box 7","Milburn","KY","42070",,,"PO Box 7","Milburn","KY","42070-0007","270-694-3207",,"CARLISLE                 ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","15","0","0","1",
"98507","Millard East Shelbiana Volunteer Fire and Rescue, Inc.","5200 E Shelbiana RD",,"Pikeville","KY","41501","7297 Millard HWY",,"","Pikeville","KY","41502-2764","606-432-3443","606-432-5412","PIKE                     ","Volunteer","Local (includes career, combination, and volunteer)",,"4","0","23","0","0","0","true"
"09037","Millersburg Volunteer Fire Department","101 E 7th ST","PO Box 265","Millersburg","KY","40348",,,"PO Box 265","Millersburg","KY","40348-0265","859-484-3400","859-484-3901","BOURBON                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","15","0","0","0",
"B1571","Milton Fire & Rescue","11556 Highway 421 N","PO Box 256","Milton","KY","40045",,,"PO Box 256","Milton","KY","40045-0256","502-268-3016","502-268-5037","TRIMBLE                  ","Volunteer","Local (includes career, combination, and volunteer)","https://miltonfireandrescue.org/","2","0","14","0","0","10","true"
"86891","Monroe County Fire and Rescue Squad","214 S Main ST",,"Tompkinsville","KY","42167","214 S Main ST",,"","Tompkinsville","KY","42167-1525","270-487-9431","270-487-9115","MONROE                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","22","0","0","0","true"
"87455","Montgomery County Fire Protection District #1","805 Indian Mound DR",,"Mount Sterling","KY","40353","805 Indian Mound DR",,"","Mount Sterling","KY","40353-1151","859-498-1318","859-498-3809","MONTGOMERY               ","Mostly career","Local (includes career, combination, and volunteer)","https://www.mcfdems.com/","7","51","37","0","3","0","false"
"B0568","Montgomery Volunteer Fire Department","PO Box 894",,"Cadiz","KY","42211",,,"PO Box 894","Cadiz","KY","42211","270-522-4794",,"TRIGG                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","19","0","0","0",
"B5594","Monticello Fire Department","795 N Main ST",,"Monticello","KY","42633","795 N Main ST",,"","Monticello","KY","42633-1537","606-348-5552","606-340-9236","WAYNE                    ","Mostly volunteer","Local (includes career, combination, and volunteer)",,"1","1","28","0","0","0","false"
"A2537","Morehead Fire Department","105 E Main ST",,"Morehead","KY","40351","105 E Main ST",,"","Morehead","KY","40351","606-783-1138","606-780-7844","ROWAN                    ","Mostly volunteer","Local (includes career, combination, and volunteer)","https://cms.firehouse.com/dept/MoreheadKY","2","1","0","53","0","0",
"16071","Morgantown Fire Department","110 N Warren ST",,"Morgantown","KY","42261","110 N Warren ST",,"","Morgantown","KY","42261","270-526-3722",,"BUTLER                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","26","0","0","0",
"54267","Mortons Gap Fire Department","103 Cross ST",,"Mortons Gap","KY","42440",,,"PO Box 367","Mortons Gap","KY","42440-0367","270-258-5362","270-258-9353","HOPKINS                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","25","0","0","0","true"
"A1534","Mount Vernon Fire Department","270 Old US 25",,"Mount Vernon","KY","40456",,,"PO Box 1465","Mount Vernon","KY","40456-1465","606-256-3442","606-256-0467","ROCKCASTLE               ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","25","0","0","0","false"
"00529","Mount Victory Volunteer Fire Department","14955 HWY 192",,"Somerset","KY","42501-4429","15409 HWY 192",,"","Somerset","KY","42501-4429","606-382-5680","606-382-5730","PULASKI                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","27","0","0","0",
"A0532","Mt Olivet/Robertson County Volunteer Fire Department","128 Cresent Hill","PO Box 93","Mount Olivet","KY","41064",,,"PO Box 93","Mount Olivet","KY","41064","606-724-5554",,"ROBERTSON                ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","0","0","0","0",
"15066","Mt Washington Fire Department District","772 N Barnstown","PO Box 545","Mt Washington","KY","40047","772 N Barnstown",,"PO Box 545","Mt Washington","KY","40047","502-538-4222","502-538-6257","BULLITT                  ","Volunteer","Local (includes career, combination, and volunteer)",,"3","0","63","0","0","0",
"35836","Mt. Carmel Volunteer Fire Department, Inc.","7592 Mt. Carmel RD",,"Flemingsburg","KY","41041","7592 Mt. Carmel RD",,"","Flemingsburg","KY","41041","606-209-4072",,"FLEMING                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","20","0","0","0",
"36681","Mud Creek Volunteer Fire Department","PO Box 99",,"Grethel","KY","41631",,,"PO Box 99","Grethel","KY","41631","606-587-2880",,"FLOYD                    ","Volunteer","Local (includes career, combination, and volunteer)","https://www.angelfire.com/ky/firefighters","2","0","20","0","0","0",
"86894","Mudlick Volunteer Fire Department","5588 Old Glasgow RD",,"Tompkinsville","KY","42167-9026","5588 Old Glasgow RD",,"","Tompkinsville","KY","42167-9026","270-427-3456","270-427-3456","MONROE                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","21","0","0","0","false"
"82439","Muldraugh Fire Department","118 S Main ST",,"Muldraugh","KY","40155",,,"PO Box 395","Muldraugh","KY","40155-0395","502-942-2824","502-942-2892","MEADE                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","12","0","0","0","true"
"50242","Mundfordville Fire and Rescue","717 National TPKE",,"Mundfordville","KY","42765",,,"PO Box 623","Mundfordville","KY","42765-0623","270-524-2323",,"HART                     ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","22","0","0","5","false"
"18078","Murray Fire Department","207 S 5TH ST",,"Murray","KY","42071-2511","207 S 5TH ST",,"","Murray","KY","42071-2511","270-762-0320","270-762-0338","CALLOWAY                 ","Career","State government","https://www.murrayky.gov/fire/","3","38","0","0","1","0","false"
"35793","Muses Mills Fire Department Inc.","3057 Muses Mills RD",,"Wallingford","KY","41093",,,"PO Box 15","Muses Mills","KY","41065-0015","606-876-3041","606-876-3041","FLEMING                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","18","0","0","0","true"
"00523","Nancy Volunteer Fire Department","9288 W 80 Highway",,"Nancy","KY","42544","9288 W 80 Highway",,"","Nancy","KY","42544","606-636-6464","606-636-4884","PULASKI                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","29","0","0","0",
"54268","Nebo Fire Department","8820 Nebo RD","PO Box 367","Nebo","KY","42441-0367","8820 Nebo RD",,"PO Box 367","Nebo","KY","42441-0367","270-249-3701",,"HOPKINS                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","21","0","0","0",
"89864","Nelson Creek Volunteer Fire Department","60 State RT 2590",,"Central City","KY","42330-5226","60 State RT 2590",,"","Central City","KY","42330-5226","270-754-5873","270-754-5873","MUHLENBERG               ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","21","0","0","2",
"67358","Neon Volunteer Fire Department","50 Rescue ST","PO Box 156","Neon","KY","41840","50 Rescue ST",,"PO Box 156","Neon","KY","41840","606-855-7303","606-855-4094","LETCHER                  ","Mostly volunteer","Local (includes career, combination, and volunteer)",,"1","4","48","0","11","20",
"52259","New Castle Fire & Rescue Squad, Inc.","220 N Property RD",,"New Castle","KY","40050",,,"PO Box 536","New Castle","KY","40050-0536","502-845-5757","502-845-5700","HENRY                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","22","0","0","4","false"
